mapping, replan, sfc, mpc, df, 
0, 0.000272, 0.353297, 3.19691, 0.002509, 
0, 0.000269, 0.34108, 3.30609, 0.003296, 
0, 0.00028, 0.378344, 3.30727, 0.003125, 
0, 0.000291, 0.128151, 2.29892, 0.003335, 
11.3999, 6.5e-05, 0.147667, 1.17408, 0.001762, 
0, 0.000131, 0.24849, 4.78762, 0.026639, 
0, 9.8e-05, 0.197533, 1.62286, 0.001415, 
0, 0.000188, 0.32131, 2.82314, 0.001707, 
0, 0.000181, 0.367028, 3.19875, 0.002438, 
0, 0.000253, 0.389072, 4.44842, 0.002055, 
0, 8.2e-05, 0.174076, 1.8801, 0.001373, 
0, 0.000191, 0.332704, 3.12708, 0.002058, 
0, 0.000265, 0.338655, 3.12083, 0.002534, 
0, 0.000211, 0.081536, 1.15854, 0.002763, 
8.55445, 0.000155, 0.187834, 1.5398, 0.001787, 
0, 0.000131, 0.285524, 2.30309, 0.001457, 
0, 0.000149, 0.180886, 1.65651, 0.001433, 
0, 0.000181, 0.317143, 3.10102, 0.002413, 
0, 0.00023, 0.344214, 3.31722, 0.002746, 
0, 0.000201, 0.365553, 3.35147, 0.002584, 
0, 0.000254, 0.35958, 3.29521, 0.004176, 
0, 0.000251, 0.364084, 3.35101, 0.003151, 
0, 0.000262, 0.397403, 3.90454, 0.025003, 
0, 0.000372, 0.137165, 2.26015, 0.020924, 
0, 0.000294, 0.389461, 2.63979, 0.00217, 
15.2264, 0.000178, 0.220374, 2.50488, 0.002821, 
0, 0.000263, 0.366607, 3.2093, 0.00295, 
0, 0.000193, 0.335762, 3.29542, 0.002586, 
0, 0.000244, 0.366106, 3.0828, 0.002552, 
0, 0.00024, 0.380962, 3.20865, 0.002541, 
0, 0.000244, 0.332394, 3.19448, 0.003193, 
0, 0.000187, 0.440687, 4.44626, 0.002435, 
0, 0.000267, 0.377756, 3.2019, 0.002676, 
0, 0.000169, 0.100917, 1.57077, 0.011627, 
0, 0.0002, 0.095087, 1.22111, 0.001809, 
15.6434, 0.0001, 0.19723, 2.70456, 0.001866, 
0, 0.000146, 0.316917, 2.92629, 0.002866, 
0, 0.000227, 0.348599, 2.99225, 0.002023, 
0, 0.000248, 0.390619, 3.25475, 0.002561, 
0, 0.000333, 0.395101, 3.23444, 0.004119, 
0, 0.000598, 0.418887, 3.38825, 0.003241, 
0, 0.000234, 0.361196, 4.46095, 0.002258, 
0, 0.00018, 0.340696, 3.58688, 0.002257, 
0, 0.000283, 0.46283, 3.61124, 0.003159, 
0, 0.000219, 0.062198, 1.21788, 0.003553, 
14.4025, 8.6e-05, 0.179962, 1.57646, 0.001648, 
0, 0.000251, 0.398501, 4.23229, 0.00268, 
0, 0.00023, 1.04196, 4.3628, 0.002991, 
0, 0.000224, 0.357937, 3.3414, 0.002571, 
0, 0.000279, 0.386576, 3.35598, 0.003071, 
0, 0.000288, 0.358706, 3.97106, 0.00291, 
0, 0.00021, 0.351024, 3.32056, 0.002771, 
0, 0.000251, 0.398025, 3.33307, 0.004222, 
0, 0.000357, 0.376827, 3.51313, 0.003654, 
0, 0.000188, 0.106743, 1.3458, 0.003124, 
15.4785, 7.4e-05, 0.173604, 1.45112, 0.001525, 
0, 0.000252, 0.363877, 3.25442, 0.003195, 
0, 0.000571, 0.4182, 2.94555, 0.002838, 
0, 0.000287, 0.39727, 3.35976, 0.003003, 
0, 0.000263, 0.409569, 3.32157, 0.004568, 
0, 0.000271, 0.369566, 3.28314, 0.002622, 
0, 0.000341, 0.384722, 3.3237, 0.002761, 
0, 0.000637, 0.374143, 3.28124, 0.002353, 
0, 0.00026, 0.357762, 3.83863, 0.003399, 
0, 0.000268, 0.090942, 1.53228, 0.021694, 
15.3962, 0.000222, 0.183186, 1.43246, 0.001315, 
0, 0.000547, 0.313498, 2.49888, 0.002686, 
0, 0.000267, 0.364121, 5.4172, 0.003775, 
0, 0.000171, 0.367719, 3.13258, 0.002249, 
0, 0.000192, 0.343343, 3.10206, 0.00246, 
0, 0.000243, 0.386528, 3.11872, 0.002095, 
0, 0.000348, 0.460327, 3.24546, 0.003374, 
0, 0.000253, 0.356378, 3.28978, 0.003416, 
0, 0.000249, 0.358579, 3.57425, 0.004746, 
0, 0.000247, 0.076532, 1.29147, 0.002542, 
12.66, 0.000106, 0.18748, 1.62123, 0.001954, 
0, 0.000195, 0.355713, 3.08424, 0.003179, 
0, 0.000194, 0.258357, 2.15782, 0.002224, 
0, 0.000261, 0.381519, 3.43688, 0.004714, 
0, 0.000301, 0.489702, 3.48175, 0.003118, 
0, 0.000235, 0.327897, 3.41869, 0.00208, 
